sq_meters;functionality;year_build;concrete_base;single_wall_length;brick_wall_total;glass_windows_lengh;glass_window_area;steel;copper;glass;polystyrene;timber
6310;1;1974;1893;79.43550843;88.96776944;69;2;2278.5;612.908;1274.6;2086.5;631.2
8997;3;1958;2699.1;94.8525171;106.2348192;82;4;3245.22;878.4096;1803.8;2974.91;902.6
60;3;1970;18;7.745966692;8.675482696;3;4;35.7;9.208;23.5;20.2;6.9
1695;2;1954;508.5;41.1703777;46.11082302;36;1;614.7;164.176;350;561.85;170.1
2386;1;1949;715.8;48.84669897;54.70830284;21;3;872.76;237.8648;491;790.58;242.4
4224;1;2012;1267.2;64.99230724;72.79138411;56;2;1521.64;417.2832;856.6;1399.32;424.2
10043;2;2004;3012.9;100.2147694;112.2405417;52;2;3620.08;979.7624;2012.2;3314.69;1004.7
856;1;2017;256.8;29.25747768;32.768375;1;3;310.96;92.0608;174.2;283.78;89.1
1871;2;1986;561.3;43.25505751;48.44566441;19;4;680.86;187.5128;384.3;619.93;189
5130;3;1958;1539;71.62401832;80.21890052;15;1;1850.2;502.784;1031.8;1695.7;514.5
2305;3;1997;691.5;48.01041554;53.7716654;16;1;838.5;230.424;464.4;762.45;233.9
7338;3;1954;2201.4;85.66212699;95.94158223;21;2;2643.08;719.7184;1475.9;2421.74;733.9
2674;3;2008;802.2;51.7107339;57.91602196;47;4;976.84;261.9432;546.1;883.62;268.3
8781;3;1992;2634.3;93.70699013;104.951829;73;4;3170.06;858.8008;1770.1;2903.43;880.5
4072;3;1942;1221.6;63.81222453;71.46969148;45;4;1476.92;401.7696;827.5;1347.26;408.5
3753;3;2009;1125.9;61.26173357;68.6131416;31;2;1360.48;372.2904;765.6;1242.99;377.1
4633;2;1991;1389.9;68.0661443;76.23408162;14;3;1680.78;449.6744;941;1529.19;467
4356;2;1967;1306.8;66;73.92;41;6;1581.46;430.9608;879.2;1440.38;436.8
1284;2;1943;385.2;35.83294573;40.13289922;4;8;466.94;127.1912;258;424.12;128.5
2012;3;2000;603.6;44.85532298;50.23796174;18;6;731.52;203.1616;416.2;666.76;201.4
10209;3;1955;3062.7;101.0395962;113.1643477;44;4;3680.34;995.5312;2048.8;3370.67;1022.2
6164;2;1969;1849.2;78.51114571;87.93248319;25;2;2233.74;601.9752;1239.9;2038.02;618.4
7298;1;1984;2189.4;85.42833254;95.67973244;28;2;2636.08;713.5464;1459.7;2408.94;732.1
9358;1;1971;2807.4;96.7367562;108.3451669;56;2;3376.68;915.0544;1876.9;3091.84;938.7
9088;1;2006;2726.4;95.3310023;106.7707226;37;4;3272.48;885.3184;1830;3001.24;909.7
9488;2;1976;2846.4;97.4063653;109.0951291;46;6;3426.38;924.1384;1906.7;3135.04;950.9
8791;3;1999;2637.3;93.76033276;105.0115727;78;6;3165.46;852.5688;1760.1;2906.93;882.3
8961;1;1967;2688.3;94.6625586;106.0220656;1;6;3233.06;876.6248;1796.2;2962.43;899.9
5378;1;2004;1613.4;73.33484847;82.13503029;20;3;1942.48;526.0904;1079.2;1777.44;540.5
4585;1;2008;1375.5;67.71262807;75.83814344;31;2;1658.2;453.028;926.3;1514.75;462.5
3399;2;1985;1019.7;58.30094339;65.2970566;35;3;1235.24;336.8232;692.9;1125.87;340.5
8095;2;2008;2428.5;89.97221793;100.7688841;89;8;2924.4;786.596;1629.2;2675.55;811
8146;1;2012;2443.8;90.25519376;101.085817;9;2;2937.66;794.5328;1632.7;2694.18;817.5
5583;1;1964;1674.9;74.71947537;83.68581242;44;2;2010.78;544.0344;1125.7;1847.49;561.1
58;2;1997;17.4;7.615773106;8.529665879;3;3;24.28;15.3144;18.1;19.14;6.4
6038;3;2014;1811.4;77.70456872;87.02911697;66;4;2186.18;592.2784;1216.7;1996.74;607.4
4777;3;1968;1433.1;69.11584478;77.40974616;36;4;1720.72;465.9136;969.4;1581.01;478.1
